Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description,Region,Visible From,Last Edit,Import Filename
Obstacle,,UK29308256F,52.48528,-1.91833,834,-0.21007,UK,"ROTATING CRANE, INDUSTRIAL,Single
Height AGL: 404 ft",,250,2022-08-01T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK29306514F,52.48076,-1.90695,980,-0.20825,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: crane
Height AGL: 525 ft",,250,2022-07-15T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A065F,52.56283,-0.16471,355,0.15103,UK,"SMOKESTACK, GENERAL,Single
Remarks: CA02 WHITTLESEY OS
Lighting: No
Height AGL: 345 ft",,250,2020-10-29T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A079F,52.63504,0.72376,552,0.49917,UK,"RADIO/TV TOWER, TYPE I,Single
Lighting: Yes
Height AGL: 360 ft",,250,2023-01-24T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A003F,52.00432,0.78585,785,0.43596,UK,"RADIO/TV TOWER, TYPE I,Single
Remarks: RTM SUDBURY MAST
Lighting: Yes
Height AGL: 550 ft",,250,2021-08-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A011F,52.06740,-4.07655,1682,-1.38759,UK,"MICROWAVE TOWER, TYPE I (HAS REFLECTOR/CONE),Single
Remarks: CARDIGAN BAY,DYFED L7
Lighting: No
Height AGL: 334 ft",,250,2013-09-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A015F,52.10746,1.57796,351,0.84199,UK,"RADIO/TV TOWER, TYPE I,Single
Remarks: SU09 ORFORDNESS
Lighting: No
Height AGL: 350 ft",,250,2019-10-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A030F,52.25276,-1.13991,1021,-0.24394,UK,"RADIO/TV TOWER, TYPE I,Single
Remarks: Stayed Mast
Lighting: No
Height AGL: 371 ft",,250,2022-10-17T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A040F,52.36068,-4.10257,1144,-1.33256,UK,"RADIO/TV TOWER, TYPE I,Single
Remarks: RTM BLAENPLWYF MAST
Lighting: Yes
Height AGL: 561 ft",,250,2021-08-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171W457F,52.51880,1.13867,887,0.82416,UK,"RADIO/TV TOWER, TYPE I,Single
Remarks: RTM TACOLNESTON MAST
Lighting: Yes
Height AGL: 679 ft",,250,2021-08-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A423F,52.99893,1.84582,135,0.91327,UK,"OFFSHORE PLATFORM WITH DERRICK,Single
Remarks: 52/5 Hewett A Platform / Small Steel
Height AGL: 135 ft",,250,2023-01-09T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171A523F,52.47849,-1.90628,771,-0.20735,UK,"BUILDING,GENERAL(ALL TYPES),Single
Remarks: High Rise Building
Height AGL: 328 ft",,250,2020-06-23T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171C272F,52.72461,0.97356,526,0.54537,UK,"RADIO/TV TOWER, TYPE A,Single
Remarks: SWANTON MORLEY,  L5
Lighting: No
Height AGL: 383 ft",,250,2021-06-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171D410F,52.44907,0.72266,397,0.48674,UK,"SMOKESTACK, GENERAL,Single
Remarks: CHIMNEY
Lighting: Yes
Height AGL: 361 ft",,250,2021-09-22T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F132F,52.85710,1.46242,505,0.79540,UK,"RADIO/TV TOWER, TYPE A,Single
Remarks: BACTON,NORFOLK L5
Height AGL: 446 ft",,250,2017-02-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581745F,52.46222,-0.12070,413,0.13612,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 413 ft",,250,2019-04-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18609997F,52.63059,0.73399,586,0.49985,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: N. PICKENHAM W/F 2OF2
Height AGL: 410 ft",,250,2019-04-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18609996F,52.62659,0.73254,594,0.49942,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: N. PICKENHAM W/F 1OF2
Height AGL: 410 ft",,250,2019-04-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18609475F,52.17888,-1.27709,726,-0.22488,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: BODDINGTON W/TURBINE
Lighting: Yes
Height AGL: 335 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581988F,52.58568,0.14181,470,0.45815,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COLDHAM W/F 1 OF 7 L6
Height AGL: 463 ft",,250,2015-05-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581989F,52.58810,0.13993,470,0.45721,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COLDHAM W/F 2 OF 7 L6
Height AGL: 463 ft",,250,2019-04-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581990F,52.59029,0.13812,470,0.45635,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COLDHAM W/F 3 OF 7 L6
Height AGL: 463 ft",,250,2019-04-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581994F,52.59536,0.14013,470,0.45478,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COLDHAM W/F 7 OF 7 L6
Height AGL: 463 ft",,250,2019-04-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581991F,52.59154,0.13597,470,0.45578,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COLDHAM W/F 4 OF 7 L6
Height AGL: 463 ft",,250,2015-05-06T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581992F,52.59139,0.14523,470,0.45647,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COLDHAM W/F 5 OF 7 L6
Height AGL: 463 ft",,250,2019-04-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18581993F,52.59336,0.14196,470,0.45558,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: COLDHAM W/F 6 OF 7 L6
Height AGL: 463 ft",,250,2019-04-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18608821F,52.30343,-0.52342,705,0.16349,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: CHELVESTON W/F 1OF9
Height AGL: 410 ft",,250,2019-04-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18608822F,52.30629,-0.51903,695,0.16259,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: CHELVESTON W/F 2OF9
Height AGL: 410 ft",,250,2013-08-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18608823F,52.30928,-0.51468,695,0.16170,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: CHELVESTON W/F 3OF9
Height AGL: 410 ft",,250,2013-08-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18608824F,52.31237,-0.51017,689,0.16079,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: CHELVESTON W/F 4OF9
Height AGL: 410 ft",,250,2013-08-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18608825F,52.30453,-0.53038,705,0.16430,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: CHELVESTON W/F 5OF9
Height AGL: 410 ft",,250,2013-08-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18608826F,52.30954,-0.52276,702,0.16272,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: CHELVESTON W/F 6OF9
Height AGL: 410 ft",,250,2013-08-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18608827F,52.31257,-0.52359,695,0.16249,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: CHELVESTON W/F 7OF9
Height AGL: 410 ft",,250,2013-08-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18608828F,52.31264,-0.51879,682,0.16186,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: CHELVESTON W/F 8OF9
Height AGL: 410 ft",,250,2013-08-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18608829F,52.31037,-0.52946,702,0.16349,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: CHELVESTON W/F 9OF9
Height AGL: 410 ft",,250,2013-08-19T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18612939F,52.41367,1.70413,453,0.82797,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Height AGL: 413 ft",,250,2020-03-02T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18609291F,52.91193,-1.42109,570,-0.23266,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: DERBY SEW. TR. WRKS T1/2
Height AGL: 427 ft",,250,2020-03-05T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18609292F,52.90904,-1.41714,565,-0.23131,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: DERBY SEW. TR. WRKS T2/2
Height AGL: 427 ft",,250,2020-03-05T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603215F,52.15446,0.30635,695,0.56451,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 394 ft",,250,2019-10-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603216F,52.15416,0.30056,729,0.56593,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 394 ft",,250,2019-10-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603217F,52.15113,0.30339,719,0.56595,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 394 ft",,250,2019-10-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603218F,52.14856,0.30578,716,0.56595,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 394 ft",,250,2019-10-08T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603211F,52.16270,0.29341,597,0.56563,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 392 ft",,250,2019-10-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603212F,52.16255,0.29926,659,0.56433,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 391 ft",,250,2019-10-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603213F,52.15984,0.30166,661,0.56439,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: WADLOW W/FARM 4 OF 13
Height AGL: 394 ft",,250,2020-03-16T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603221F,52.15678,0.29719,652,0.56612,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 394 ft",,250,2019-10-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603222F,52.15923,0.29475,582,0.56612,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 392 ft",,250,2019-10-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603009F,52.42846,-1.15887,896,-0.21731,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: SWINFORD W/F 4 OF 11 L6
Height AGL: 410 ft",,250,2019-04-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603010F,52.42525,-1.15666,886,-0.21783,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: SWINFORD W/F 5 OF 11 L6
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603012F,52.42937,-1.15288,873,-0.21742,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: SWINFORD W/F 7 OF 11 L6
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603016F,52.42958,-1.13995,863,-0.21790,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: SWINFORD W/F 11 OF 11 L6
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603006F,52.42692,-1.16559,892,-0.21724,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: SWINFORD W/F 1 OF 11 L6
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603007F,52.42355,-1.16395,869,-0.21774,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: SWINFORD W/F 2 OF 11 L6
Height AGL: 410 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603013F,52.43186,-1.14621,889,-0.21733,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: SWINFORD W/F 8 OF 11 L6
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603014F,52.42839,-1.14604,853,-0.21783,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: SWINFORD W/F 9 OF 11 L6
Height AGL: 410 ft",,250,2020-03-04T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F248F,52.57472,1.33167,548,0.81698,UK,"RADIO/TV TOWER, TYPE I,Single
Remarks: MAST
Lighting: Yes
Height AGL: 328 ft",,250,2022-01-18T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK18603295F,52.06384,-0.52943,532,0.19225,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: MARSTON VALE W/T BEDS.
Height AGL: 394 ft",,250,2016-07-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28975882F,52.48361,-1.91833,847,-0.20939,UK,"ROTATING CRANE, INDUSTRIAL,Single
Remarks: CRANE
Lighting: Yes
Height AGL: 404 ft",,250,2022-05-05T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28808630F,52.47222,-1.89278,873,-0.20496,UK,"ROTATING CRANE, INDUSTRIAL,Single
Remarks: crane
Lighting: Yes
Height AGL: 529 ft",,250,2022-04-22T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28808632F,52.47194,-1.89333,697,-0.20484,UK,"ROTATING CRANE, INDUSTRIAL,Single
Remarks: crane
Lighting: Yes
Height AGL: 349 ft",,250,2022-04-22T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28371145F,52.16848,2.45388,548,1.20189,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Remarks: EASTANGLIA ONE 3/102
Height AGL: 548 ft",,250,2020-03-16T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F679F,52.29883,-2.10510,496,-0.60475,UK,"RADIO/TV TOWER, TYPE I,Single
Remarks: DROITWICH,H & W L4
Height AGL: 335 ft",,250,2021-08-03T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28432180F,52.51670,-1.89699,671,-0.22242,UK,"ROTATING CRANE, INDUSTRIAL,Multi
Remarks: CRANES
Lighting: Yes
Height AGL: 342 ft",,250,2022-01-14T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F911F,52.48007,1.76133,408,0.83163,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Remarks: LFA 5.
Lighting: Yes
Height AGL: 406 ft",,250,2023-02-28T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F891F,52.65689,0.70114,636,0.49805,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND,Single
Lighting: No
Height AGL: 403 ft",,250,2021-08-05T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F946F,52.62928,1.77678,325,0.84817,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Lighting: Yes
Height AGL: 325 ft",,250,2023-01-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F947F,52.62920,1.78418,325,0.84885,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK28577820F,52.47440,-1.91680,1044,-0.20563,UK,"ROTATING CRANE, INDUSTRIAL,Single
Remarks: CRANES
Lighting: Yes
Height AGL: 549 ft",,250,2022-10-26T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F918F,52.65937,1.77877,325,0.85175,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Lighting: Yes
Height AGL: 325 ft",,250,2023-01-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F919F,52.65928,1.78613,325,0.85258,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F920F,52.65927,1.79957,325,0.85411,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Lighting: Yes
Height AGL: 325 ft",,250,2023-01-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F926F,52.65265,1.78085,325,0.85122,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F927F,52.65252,1.78983,325,0.85219,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F928F,52.65247,1.79645,325,0.85290,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F929F,52.64930,1.78202,325,0.85096,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F930F,52.64928,1.79713,325,0.85258,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F932F,52.64595,1.78113,325,0.85048,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Lighting: Yes
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F933F,52.64592,1.79480,325,0.85191,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Lighting: Yes
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F934F,52.64263,1.78028,325,0.85002,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F935F,52.64252,1.78693,325,0.85068,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F936F,52.64247,1.79507,325,0.85151,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F938F,52.63920,1.78680,325,0.85028,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-10T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F939F,52.63913,1.79418,325,0.85101,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
Obstacle,,UK0171F940F,52.63595,1.77853,325,0.84908,UK,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE,Single
Height AGL: 325 ft",,250,2023-01-11T00:00:00,C:/Users/scott/Downloads/Flight Simulator/Little Navmap Extra/Userpoints/NATS Obstacles.csv
